date,Open,High,Low,Close,Volume,Dividends,return,log_return,price,dp,log_volume,RF,bond_ret,term_spread,EPS,credit_spread,T10YIE,CDL2CROWS,CDL3BLACKCROWS,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS
2013-03-11,2.1185271480325873,2.3991625834072696,2.029658303959168,2.3049561722484087,49,0.0,0.02344725590942054,0.023176591727748018,2.3049561722484087,0.0078864975719784,3.8918202981106265,0.0,24.3237,1.97,111.95,2.89,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-12,2.469039625841805,2.4926580780119805,2.244964305839054,2.3037032060774134,702,0.0,-0.0005435965273791199,-0.0005437443295369962,2.3037032060774134,0.0079042275321888,6.553933404025811,0.0,24.3758,1.93,111.95,2.89,2.55,0,0,0,0,0,0,0,-100,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-13,2.5531528205691605,2.7069483714850575,2.13846901887158,2.3750326350068844,90,0.0,0.030962942075739797,0.030493260718358207,2.3750326350068844,0.0078930730285345,4.499809670330265,0.0,24.377,1.95,111.95,2.89,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-14,2.3540207510950184,2.415707622421453,2.031747318202122,2.403832980721626,895,0.0,0.01212629472548632,0.012053360238327562,2.403832980721626,0.0078512733654295,6.796823718274855,0.0,24.3561,1.94,111.95,2.89,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-15,2.385767872706932,2.62457563234239,2.2991247274989215,2.4194981457974185,366,0.0,0.006516744383417983,0.006495602207135523,2.4194981457974185,0.0053385404916736,5.902633333401366,0.0,24.4021,1.92,111.95,2.89,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2013-03-18,2.380883732689721,2.408124567001175,2.3600552833524526,2.3772993366081066,768,0.0,-0.0174411413633897,-0.0175950300238014,2.3772993366081066,0.0053681658752272,6.643789733147672,0.0,24.4505,1.89,111.95,2.89,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,100,0,0,0,0,0,0
2013-03-19,2.5059149589416605,2.649837356927587,2.1760562164064137,2.377884197330646,792,0.0,0.0002460189651058986,0.00024598870740284685,2.377884197330646,0.005380665349163,6.674561391814426,0.0,24.5129,1.85,111.95,2.89,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-20,2.525117102833599,2.5888716567023087,2.218328728141297,2.3922273452517073,472,0.0,0.006031895050718994,0.006013775996748488,2.3922273452517073,0.0053433403419518,6.156978985585555,0.0,24.4609,1.89,111.95,2.89,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-21,2.3097672797363726,2.4273225783904335,2.295153060518304,2.4176706549399114,665,0.0,0.010635824282631878,0.010579661775619536,2.4176706549399114,0.0053893791677587,6.499787040655854,0.0,24.4664,1.88,111.95,2.89,2.52,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-22,2.5856063593117495,2.7393821873998454,2.361831333708207,2.457004167164032,735,0.0,0.016269177170079807,0.016138252225900967,2.457004167164032,0.005346428769585,6.5998704992128365,0.0,24.4791,1.86,111.95,2.89,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-25,2.398831640651574,2.5464736538920936,2.251926606291542,2.443318304064364,677,0.0,-0.005570142404546563,-0.0055857134968040215,2.443318304064364,0.0053688578512874,6.517671272912275,0.0,24.4829,1.85,111.95,2.89,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2013-03-26,2.3930229952283497,2.693469873516834,2.252348685812566,2.4625092960482755,506,0.0,0.00785447886670676,0.007823793023709516,2.4625092960482755,0.005326235119133,6.226536669287466,0.0,24.4818,1.85,111.95,2.89,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2013-03-27,2.6834173550135247,2.819872529573892,2.2606197988959424,2.5046146261913056,857,0.0,0.017098546677813076,0.016954011760193885,2.5046146261913056,0.005326235119133,6.75343791859778,0.0,24.5284,1.78,111.95,2.89,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-28,2.422058721343931,2.667827198597975,2.392043916937635,2.53734847828297,167,0.0,0.013069416647718546,0.012984748730920578,2.53734847828297,0.0053099153089108,5.117993812416755,0.0,24.5021,1.8,111.95,2.89,2.51,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,2.4397676647405064,2.642606776854471,2.4116968615142524,2.4372107414537534,726,0.0,-0.018840875421295533,-0.01902062606857906,2.4372107414537534,0.005331013482492,6.587550014824796,0.0,24.5394,1.78,111.95,2.83,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0
2013-04-02,2.4761823411373562,2.625118732438685,2.348040801595303,2.3641260654617855,588,0.0,-0.02998701538151527,-0.03044582136967955,2.3641260654617855,0.0053048355875957,6.376726947898627,0.0,24.5158,1.81,111.95,2.83,2.51,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-03,2.2299596053202824,2.370836147106013,2.162241692537145,2.345024195994486,239,0.0,-0.008079886155972993,-0.008112705339177271,2.345024195994486,0.0053591737617437,5.476463551931511,0.0,24.586,1.77,111.95,2.83,2.48,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-04,2.440147731647299,2.6102906518155615,2.3525503999553017,2.35411925678097,531,0.0,0.003878450722179849,0.003870948922827511,2.35411925678097,0.0053375117765158,6.274762021241939,0.0,24.682,1.71,111.95,2.83,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0
2013-04-05,2.4257499126135182,2.5545707839124745,2.2266531383587616,2.3467511779276613,430,0.0,-0.003129866438195683,-0.003134774714330997,2.3467511779276613,0.0053615902433687,6.063785208687608,0.0,24.811300000000003,1.65,111.95,2.83,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0
2013-04-08,2.347929214226519,2.555920274618156,2.2611316812313955,2.3766593747031144,692,0.0,0.012744511244632273,0.012663983431207088,2.3766593747031144,0.0053255522150661,6.539585955617669,0.0,24.777600000000003,1.69,111.95,2.83,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0
2013-04-09,2.255314827471044,2.3974132975369993,2.2021631722896395,2.373665971389305,752,0.0,-0.001259500349806486,-0.0012602941870008915,2.373665971389305,0.0053072070197703,6.62273632394984,0.0,24.7671,1.72,111.95,2.83,2.45,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-10,2.236098310313889,2.548045111836438,2.146504065168701,2.357936035142678,391,0.0,-0.006626853329923299,-0.006648908413654332,2.357936035142678,0.0052429863706744,5.968707559985366,0.0,24.693,1.77,111.95,2.83,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-11,2.6035290872994326,2.621488340303298,2.269256821896111,2.448754310176856,976,0.0,0.038516004539827176,0.037792775423585834,2.448754310176856,0.0052258590607766,6.883462586413092,0.0,24.7183,1.75,111.95,2.83,2.47,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-12,2.479336252421502,2.6214938836784647,2.311642925080107,2.424358584149722,838,0.0,-0.00996250457865322,-0.010012462407732898,2.424358584149722,0.0052386932725695,6.731018100482083,0.0,24.8168,1.69,111.95,2.83,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0
2013-04-15,2.501951990465348,2.544546276244803,2.3986246615570064,2.421774698186019,923,0.0,-0.001065801891104945,-0.001066370261823433,2.421774698186019,0.0053629728817328,6.827629234502852,0.0,24.8495,1.66,111.95,2.83,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-16,2.412149509348072,2.470362240507336,2.235717357102801,2.4064221937576193,437,0.0,-0.006339361146971645,-0.00635954022368967,2.4064221937576193,0.0052849549427279,6.07993319509559,0.0,24.8241,1.69,111.95,2.83,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,0,0
2013-04-17,2.7156094793312064,2.8304139959096037,2.4393088539313563,2.455931109801269,401,0.0,0.020573661667548704,0.02036488260059504,2.455931109801269,0.0053633213406775,5.993961427306569,0.0,24.8363,1.67,111.95,2.83,2.37,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-18,2.2866802433184312,2.521227676278848,2.148169356181423,2.4009593846450112,125,0.0,-0.022383252094032136,-0.022637559056510523,2.4009593846450112,0.005397071373986,4.8283137373023015,0.0,24.8581,1.67,111.95,2.83,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-19,2.288475436615315,2.575926435435919,2.2694060675137844,2.3529664790773053,715,0.0,-0.019989053490299558,-0.020191537472044812,2.3529664790773053,0.0053505572665821,6.5722825426940075,0.0,24.8363,1.68,111.95,2.83,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-22,2.4234576358091484,2.6039455191700647,2.168426020503201,2.334700381145951,473,0.0,-0.007763008140480254,-0.007793297145868494,2.334700381145951,0.0053269169505691,6.159095388491933,0.0,24.8563,1.67,111.95,2.83,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0
2013-04-23,2.4952683518336043,2.541682602114328,2.1400088674691875,2.378934445443288,217,0.0,0.018946355881273913,0.018769108969937075,2.378934445443288,0.0052725594957111,5.37989735354046,0.0,24.8648,1.69,111.95,2.83,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-24,2.423507489998948,2.426685944683017,2.269422130229321,2.3717601954301974,748,0.0,-0.0030157409452087336,-0.003020297455074553,2.3717601954301974,0.0052692206365561,6.617402977974478,0.0,24.8746,1.67,111.95,2.83,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-25,2.1396722327425906,2.437903436008753,2.02447701800379,2.35784168427592,339,0.0,-0.0058684310416774466,-0.0058857179476447035,2.35784168427592,0.005247946461281,5.82600010738045,0.0,24.861,1.69,111.95,2.83,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-26,2.3976467072098684,2.433297304394198,2.310450198090462,2.3725186993935554,919,0.0,0.0062247670042963055,0.006205473167198878,2.3725186993935554,0.0052572330036262,6.823286122355687,0.0,24.9328,1.65,111.95,2.83,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,0,0
2013-04-29,2.337462205356388,2.5807576180160323,2.2640225802147174,2.357736143427749,738,0.0,-0.006230743711139186,-0.006250235803738952,2.357736143427749,0.0052222486563744,6.6039438246004725,0.0,24.9249,1.65,111.95,2.83,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2013-04-30,2.4585192729157934,2.555102060188353,2.2602448055412987,2.3375754050671023,34,0.0,-0.008550888281899205,-0.00858765687992908,2.3375754050671023,0.0052098224006863,3.5263605246161616,0.0,24.9246,1.65,113.67,2.83,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,2.5223037672177284,2.627838697385363,2.2698336632041216,2.3361927923412,259,0.0,-0.0005914729950123876,-0.000591647984168611,2.3361927923412,0.0052559055577621,5.556828061699537,0.0,24.9894,1.6,113.67,2.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-02,2.173505985489542,2.399565896878195,2.006451359016091,2.319714459952618,544,0.0,-0.007053498513737044,-0.007078492031548778,2.319714459952618,0.005207540161745,6.298949246855942,0.0,25.0105,1.61,113.67,2.8,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-03,2.462172275461015,2.5250689318388604,2.2689116229475887,2.3044474153375663,534,0.0,-0.006581432705887291,-0.006603185831136314,2.3044474153375663,0.0051552619406039,6.280395838960195,0.0,24.8624,1.73,113.67,2.8,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-06,2.43881276458187,2.5871703272488262,2.1502225632210985,2.2898693379581068,532,0.0,-0.006326062066954963,-0.006346156387699268,2.2898693379581068,0.0051421966781818,6.2766434893416445,0.0,24.8412,1.76,113.67,2.8,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-07,2.453677386209558,2.499174123517372,2.3061830086449495,2.3069820596175528,703,0.0,0.007473230623152194,0.007445444384619973,2.3069820596175528,0.0051162638234619,6.555356891810665,0.0,24.8371,1.78,113.67,2.8,2.32,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-08,2.401394688168473,2.594030646473842,2.295805657255085,2.32434988712879,479,0.0,0.007528375627730899,0.007500178836861999,2.32434988712879,0.0050930851730946,6.171700597410915,0.0,24.8706,1.77,113.67,2.8,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-09,2.4955063429516886,2.5821871541846506,2.2650263732921996,2.335327666431619,295,0.0,0.004722946129418482,0.004711828012449437,2.335327666431619,0.0051074687857769,5.68697535633982,0.0,24.8543,1.77,113.67,2.8,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-10,2.1981474781911854,2.334290323852646,2.097331296412042,2.3016713262371153,56,0.0,-0.014411827803988975,-0.01451668688770314,2.3016713262371153,0.0050909046136157,4.02535169073515,0.0,24.730500000000003,1.86,113.67,2.8,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-13,2.430162247736146,2.532580577470758,2.2889537529968185,2.2929744818735975,95,0.0,-0.0037784909879968742,-0.0037856475180139634,2.2929744818735975,0.0050868557266012,4.553876891600541,0.0,24.698600000000003,1.87,113.67,2.8,2.33,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-14,2.2612205182056933,2.3878775310866116,2.232890399062083,2.296445966677243,978,0.0,0.0015139657379914517,0.001512820847268094,2.296445966677243,0.0050348264610433,6.885509670034818,0.0,24.6644,1.91,113.67,2.8,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-15,2.3545423140988775,2.5131438743847005,2.1714187902224755,2.3143829786068357,281,0.0,0.007810770290208824,0.007780424139393958,2.3143829786068357,0.0050078543249215,5.638354669333745,0.0,24.6805,1.9,113.67,2.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0
2013-05-16,2.5024344719000853,2.628923058868652,2.2325274627940686,2.2851091382233104,135,0.0,-0.012648658693967363,-0.012729333988798134,2.2851091382233104,0.0050314778890131,4.90527477843843,0.0,24.7901,1.84,113.67,2.8,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-17,2.0861324964850274,2.3239191385248144,1.8660202352050388,2.273452860837792,713,0.0,-0.005100971848802538,-0.005114026217938916,2.273452860837792,0.0049832533615223,6.569481420414296,0.0,24.679,1.91,113.67,2.8,2.26,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-20,1.9907510257593046,2.418321768727869,1.9783962535653623,2.2442560220390666,155,0.0,-0.012842508987833567,-0.012925686915982997,2.2442560220390666,0.0049835542214549,5.043425116919247,0.0,24.673,1.92,113.67,2.8,2.28,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-21,2.2312764569512713,2.3069381557757453,2.071914583733476,2.257880925603449,593,0.0,0.006071011252986702,0.00605265691297806,2.257880925603449,0.0049763985881999,6.385194398997726,0.0,24.7015,1.9,113.67,2.8,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0
2013-05-22,2.1437583803795857,2.283444772430434,2.102395187327626,2.229260369216358,565,0.0,-0.01267584843051095,-0.01275687242399258,2.229260369216358,0.0050135882376738,6.336825731146441,0.0,24.610100000000003,1.99,113.67,2.8,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-23,2.1151783543693017,2.2497908874022654,2.01325403322037,2.229404020334706,380,0.0,6.443891450813588e-05,6.443683841047156e-05,2.229404020334706,0.0050281326564296,5.940171252720432,0.0,24.61,1.97,113.67,2.8,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-24,2.1814055328399378,2.2386445471273,2.151804976309377,2.223189221048381,543,0.0,-0.002787650524372909,-0.0027915432581666097,2.223189221048381,0.0050323908965939,6.297109319933935,0.0,24.6305,1.97,113.67,2.8,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-28,2.3519090850363904,2.365802276492379,2.1932562724946134,2.250454426654365,37,0.0,0.012264005847026693,0.012189412186130165,2.250454426654365,0.0050024311546796,3.6109179126442243,0.0,24.4756,2.1,113.67,2.8,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-29,2.2466999784410824,2.416605320505952,2.121938405395004,2.258967352060307,578,0.0,0.003782758408752862,0.003775621769955065,2.258967352060307,0.0050351324659216,6.359573868672378,0.0,24.4465,2.08,113.67,2.8,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0
